"violationid","buildingid","registrationid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","apartment","story","block","lot","class","inspectiondate","approveddate","originalcertifybydate","originalcorrectbydate","newcertifybydate","newcorrectbydate","certifieddate","ordernumber","novid","novdescription","novissueddate","currentstatusid","currentstatus","currentstatusdate","novtype","violationstatus","rentimpairing","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta"
"13100757","100388","218506","2","BRONX","3331","3331","3331","OLINVILLE AVENUE","55520","10467",,"1","4623","49","A","2019-05-31T00:00:00.000","2019-06-04T00:00:00.000","2019-09-22T00:00:00.000","2019-09-08T00:00:00.000",,,,"700","6501507","§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX AT VESTIBULE, AT PUBLIC HALL, 1st STORY","2019-06-05T00:00:00.000","19","VIOLATION CLOSED","2024-04-12T00:00:00.000","Original","Close","N","40.873990","-73.868190","12","12","376","2056886","2046230049","Williamsbridge-Olinville"
"13100758","100388","218506","2","BRONX","3331","3331","3331","OLINVILLE AVENUE","55520","10467",,"1","4623","49","A","2019-05-31T00:00:00.000","2019-06-04T00:00:00.000","2019-09-22T00:00:00.000","2019-09-08T00:00:00.000",,,,"1501","6501507","§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING. AT PUBLIC HALL, 1st STORY","2019-06-05T00:00:00.000","19","VIOLATION CLOSED","2024-04-12T00:00:00.000","Original","Close","N","40.873990","-73.868190","12","12","376","2056886","2046230049","Williamsbridge-Olinville"
"10250922","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C19C","19","2001","9005","B","2014-05-20T00:00:00.000","2014-05-22T00:00:00.000","2014-07-11T00:00:00.000","2014-06-27T00:00:00.000",,,,"1503","4844940","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT C19C, 19th STORY","2014-05-23T00:00:00.000","19","VIOLATION CLOSED","2015-01-08T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10250923","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C19C","19","2001","9005","A","2014-05-20T00:00:00.000","2014-05-22T00:00:00.000","2014-09-09T00:00:00.000","2014-08-26T00:00:00.000",,,"2014-06-18T00:00:00.000","529","4845029","§ 27-2005 ADM CODE REFIT THE CLOSET DOOR IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT C19C, 19th STORY","2014-05-23T00:00:00.000","9","VIOLATION DISMISSED","2014-08-29T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10437563","62146","711201","2","BRONX","3817","3817","3817","DYRE AVENUE","25320","10466","2","2","4947","42","B","2014-11-03T00:00:00.000","2014-11-03T00:00:00.000","2014-12-24T00:00:00.000","2014-12-10T00:00:00.000",,,,"1503","4945279","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2014-11-05T00:00:00.000","19","VIOLATION CLOSED","2024-11-08T00:00:00.000","Original","Close","N","40.888178","-73.831304","12","12","48401","2066434","2049470042","Eastchester-Edenwald-Baychester"
"10437565","62146","711201","2","BRONX","3817","3817","3817","DYRE AVENUE","25320","10466","2","2","4947","42","B","2014-11-03T00:00:00.000","2014-11-03T00:00:00.000","2014-12-24T00:00:00.000","2014-12-10T00:00:00.000",,,,"550","4945279","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AND MILDEW AT THE CLOSET NORTH WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","2014-11-05T00:00:00.000","19","VIOLATION CLOSED","2024-11-08T00:00:00.000","Original","Close","N","40.888178","-73.831304","12","12","48401","2066434","2049470042","Eastchester-Edenwald-Baychester"
"10439731","369279","335352","3","BROOKLYN","575","565","575","RIVERDALE AVENUE","76430","11207",,,"3821","51","I","2014-11-06T00:00:00.000","2014-11-06T00:00:00.000",,,,,,"730",,"§ 27-2091(C) ADM CODE THE PROPERTY HAS BEEN ISSUED AN ORDER TO IDENTIFY AND ADDRESS UNDERLYING CONDITIONS AND VIOLATIONS RELATED TO THE ORDER. FAILURE TO COMPLY MAY RESULT IN EXTENSIVE REPAIR WORK TO CORRECT UNDERLYING CONDITIONS AND RELATED VIOLATIONS BY HPD. CHARGES FOR REPAIR WORK DONE PURSUANT TO THIS ORDER, IF NOT PAID, WILL BECOME TAX LIENS ON THE PROPERTY",,"9","VIOLATION DISMISSED","2015-06-15T00:00:00.000",,"Close","N","40.663067","-73.894768","5","42","1126","3085038","3038210051","East New York-New Lots"
"10440597","35576","111638","1","MANHATTAN","314","314","316","WEST 77 STREET","35310","10024","9A","9","1185","82","C","2014-11-06T00:00:00.000","2014-11-07T00:00:00.000","2024-11-17T00:00:00.000","2024-11-12T00:00:00.000",,,,"790","9415520","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 8; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 9A, 9th STORY, 1st APARTMENT FROM WEST AT NORTH","2024-11-06T00:00:00.000","2","NOV SENT OUT","2024-11-06T00:00:00.000","Reissued","Open","N","40.783334","-73.982877","7","6","163","1031076","1011850082","Upper West Side (Central)"
"10250924","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C19C","19","2001","9005","B","2014-05-20T00:00:00.000","2014-05-22T00:00:00.000","2014-07-11T00:00:00.000","2014-06-27T00:00:00.000",,,"2014-07-02T00:00:00.000","505","4845030","§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT WEST WALL IN THE KITCHEN LOCATED AT APT C19C, 19th STORY","2014-05-23T00:00:00.000","9","VIOLATION DISMISSED","2014-09-12T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10251058","108478","221519","2","BRONX","2545","2545","2545","SEDGWICK AVENUE","63820","10468","3A","2","3237","145","B","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","2014-07-10T00:00:00.000","2014-06-26T00:00:00.000",,,"2014-10-20T00:00:00.000","506","4843684","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING WASHBASIN IN THE BATHROOM LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2014-05-22T00:00:00.000","9","VIOLATION DISMISSED","2019-07-10T00:00:00.000","Original","Close","N","40.867674","-73.907301","7","14","269","2015160","2032370145","University Heights (North)-Fordham"
"10011312","72048","714558","2","BRONX","633","633","633","EAST 233 STREET","28620","10466","1FL","1","4994","37","B","2013-10-19T00:00:00.000","2013-10-22T00:00:00.000","2013-12-11T00:00:00.000","2013-11-27T00:00:00.000",,,,"870","4712871","HMC ADM CODE: § 27-2018.4 ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 1FL, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-10-23T00:00:00.000","19","VIOLATION CLOSED","2014-05-16T00:00:00.000","Original","Close","N","40.894112","-73.859592","12","11","420","2068047","2049940037","Wakefield-Woodlawn"
"10011317","72048","714558","2","BRONX","633","633","633","EAST 233 STREET","28620","10466","1FL","1","4994","37","B","2013-10-19T00:00:00.000","2013-10-24T00:00:00.000","2013-12-13T00:00:00.000","2013-11-29T00:00:00.000",,,,"810","4714201","§ 27-2005 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF EXPOSED BX CABLE IN THE KITCHEN LOCATED AT APT 1FL, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","2013-10-25T00:00:00.000","19","VIOLATION CLOSED","2014-05-16T00:00:00.000","Original","Close","N","40.894112","-73.859592","12","11","420","2068047","2049940037","Wakefield-Woodlawn"
"10251091","108478","221519","2","BRONX","2545","2545","2545","SEDGWICK AVENUE","63820","10468","3A","2","3237","145","B","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","2014-07-10T00:00:00.000","2014-06-26T00:00:00.000",,,"2014-10-20T00:00:00.000","508","4843684","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL CEILINGS AND WALLS IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2014-05-22T00:00:00.000","19","VIOLATION CLOSED","2019-07-10T00:00:00.000","Original","Close","N","40.867674","-73.907301","7","14","269","2015160","2032370145","University Heights (North)-Fordham"
"10251099","108478","221519","2","BRONX","2545","2545","2545","SEDGWICK AVENUE","63820","10468","3A","2","3237","145","B","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","2014-07-10T00:00:00.000","2014-06-26T00:00:00.000",,,"2014-10-20T00:00:00.000","1503","4843684","§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). , MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2014-05-22T00:00:00.000","19","VIOLATION CLOSED","2019-07-10T00:00:00.000","Original","Close","N","40.867674","-73.907301","7","14","269","2015160","2032370145","University Heights (North)-Fordham"
"10251100","108478","221519","2","BRONX","2545","2545","2545","SEDGWICK AVENUE","63820","10468","3A","2","3237","145","B","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","2014-07-10T00:00:00.000","2014-06-26T00:00:00.000",,,"2014-10-20T00:00:00.000","702","4843684","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR , MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2014-05-22T00:00:00.000","19","VIOLATION CLOSED","2019-07-10T00:00:00.000","Original","Close","N","40.867674","-73.907301","7","14","269","2015160","2032370145","University Heights (North)-Fordham"
"10286402","60797","200072","2","BRONX","2567","2567","2567","DECATUR AVENUE","23920","10458","11","3","3275","46","B","2014-06-23T00:00:00.000","2014-06-25T00:00:00.000","2014-08-14T00:00:00.000","2014-07-31T00:00:00.000",,,,"502","4864174","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ERRODED WOOD FLOOR IN THE FOYER LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2014-06-26T00:00:00.000","19","VIOLATION CLOSED","2015-03-02T00:00:00.000","Original","Close","N","40.862634","-73.891000","7","15","39901","2016320","2032750046","University Heights (North)-Fordham"
"10286403","60797","200072","2","BRONX","2567","2567","2567","DECATUR AVENUE","23920","10458","11","3","3275","46","B","2014-06-23T00:00:00.000","2014-06-25T00:00:00.000","2014-08-14T00:00:00.000","2014-07-31T00:00:00.000",,,,"502","4864174","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SLOPING WOOD FLOOR IN THE 2nd ROOM FROM EAST LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2014-06-26T00:00:00.000","19","VIOLATION CLOSED","2017-03-21T00:00:00.000","Original","Close","N","40.862634","-73.891000","7","15","39901","2016320","2032750046","University Heights (North)-Fordham"
"10286404","60797","200072","2","BRONX","2567","2567","2567","DECATUR AVENUE","23920","10458","11","3","3275","46","B","2014-06-23T00:00:00.000","2014-06-25T00:00:00.000","2014-08-14T00:00:00.000","2014-07-31T00:00:00.000",,,,"526","4864174","§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF KEY OPERATED LOCK INSTALLED ON DOOR LEADING TO FIRE ESCAPE WINDOW. IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2014-06-26T00:00:00.000","19","VIOLATION CLOSED","2015-03-02T00:00:00.000","Original","Close","Y","40.862634","-73.891000","7","15","39901","2016320","2032750046","University Heights (North)-Fordham"
"10084672","81982","206852","2","BRONX","750","750","750","GRAND CONCOURSE","36420","10451","2S","2","2458","26","C","2014-01-04T00:00:00.000","2014-01-05T00:00:00.000","2014-01-19T00:00:00.000","2014-01-14T00:00:00.000",,,"2014-01-14T00:00:00.000","508","4752786","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING CEILING IN THE BATHROOM LOCATED AT APT 2S, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , 1st SECTION FROM EAST AT SOUTH","2014-01-06T00:00:00.000","19","VIOLATION CLOSED","2014-03-22T00:00:00.000","Original","Close","N","40.822893","-73.924652","4","17","5902","2002784","2024580026","Concourse-Concourse Village"
"10251109","108478","221519","2","BRONX","2545","2545","2545","SEDGWICK AVENUE","63820","10468","3A","2","3237","145","C","2014-05-21T00:00:00.000","2014-05-21T00:00:00.000","2014-06-04T00:00:00.000","2014-05-30T00:00:00.000",,,"2014-09-05T00:00:00.000","510","4843685","§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW IN THE 1st ROOM FROM NORTH LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST","2014-05-22T00:00:00.000","19","VIOLATION CLOSED","2019-07-10T00:00:00.000","Original","Close","N","40.867674","-73.907301","7","14","269","2015160","2032370145","University Heights (North)-Fordham"
"10256130","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C10H","10","2001","9005","B","2014-05-23T00:00:00.000","2014-05-27T00:00:00.000","2014-07-16T00:00:00.000","2014-07-02T00:00:00.000",,,"2014-08-18T00:00:00.000","550","4846962","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING IN THE BATHROOM LOCATED AT APT C10H, 10th STORY, 1st APARTMENT FROM NORTH AT EAST","2014-05-28T00:00:00.000","19","VIOLATION CLOSED","2015-05-11T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10256144","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C10H","10","2001","9005","A","2014-05-23T00:00:00.000","2014-05-27T00:00:00.000","2014-09-14T00:00:00.000","2014-08-31T00:00:00.000",,,,"556","4846868","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALL AND CEILING IN THE BATHROOM LOCATED AT APT C10H, 10th STORY, 1st APARTMENT FROM NORTH AT EAST","2014-05-28T00:00:00.000","19","VIOLATION CLOSED","2015-05-11T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10256180","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C12G","12","2001","9005","B","2014-05-23T00:00:00.000","2014-05-27T00:00:00.000","2014-07-16T00:00:00.000","2014-07-02T00:00:00.000",,,"2014-07-02T00:00:00.000","501","4846963","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH WINDOW BALANCE IN THE 3rd ROOM FROM EAST LOCATED AT APT C12G, 12th STORY, 5th APARTMENT FROM EAST AT SOUTH","2014-05-28T00:00:00.000","9","VIOLATION DISMISSED","2014-09-12T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10286405","60797","200072","2","BRONX","2567","2567","2567","DECATUR AVENUE","23920","10458","11","3","3275","46","B","2014-06-23T00:00:00.000","2014-06-25T00:00:00.000","2014-08-14T00:00:00.000","2014-07-31T00:00:00.000",,,,"502","4864174","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SLOPING WOOD FLOOR IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST","2014-06-26T00:00:00.000","19","VIOLATION CLOSED","2015-05-04T00:00:00.000","Original","Close","N","40.862634","-73.891000","7","15","39901","2016320","2032750046","University Heights (North)-Fordham"
"10011638","110036","221732","2","BRONX","1327","1327","1327","SOUTHERN BOULEVARD","65320","10459","1A","1","2976","92","B","2013-10-20T00:00:00.000","2013-10-22T00:00:00.000","2013-12-11T00:00:00.000","2013-11-27T00:00:00.000",,,,"689","4712919","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF ,WATER PRESENT IN CEILING LIGHT FIXTURE IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-10-23T00:00:00.000","19","VIOLATION CLOSED","2014-09-11T00:00:00.000","Original","Close","N","40.831100","-73.891485","3","17","123","2010493","2029760092","Crotona Park East"
"10011646","110036","221732","2","BRONX","1327","1327","1327","SOUTHERN BOULEVARD","65320","10459","1A","1","2976","92","B","2013-10-20T00:00:00.000","2013-10-22T00:00:00.000","2013-12-11T00:00:00.000","2013-11-27T00:00:00.000",,,,"689","4712919","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF ,ELECTRIC OUTLETS AT WEST WALL IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-10-23T00:00:00.000","19","VIOLATION CLOSED","2014-09-11T00:00:00.000","Original","Close","N","40.831100","-73.891485","3","17","123","2010493","2029760092","Crotona Park East"
"10011658","110036","221732","2","BRONX","1327","1327","1327","SOUTHERN BOULEVARD","65320","10459","1A","1","2976","92","B","2013-10-20T00:00:00.000","2013-10-22T00:00:00.000","2013-12-11T00:00:00.000","2013-11-27T00:00:00.000",,,,"550","4712919","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING AND WALLS IN THE CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","2013-10-23T00:00:00.000","19","VIOLATION CLOSED","2014-09-11T00:00:00.000","Original","Close","N","40.831100","-73.891485","3","17","123","2010493","2029760092","Crotona Park East"
"10257863","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C16A","16","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-07-08T00:00:00.000","502","4848629","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CEMENT FLOOR AND COVERING IN THE ENTIRE APARTMENT LOCATED AT APT C16A, 16th STORY, 3rd APARTMENT FROM WEST AT NORTH","2014-05-30T00:00:00.000","19","VIOLATION CLOSED","2015-01-15T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257874","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C16A","16","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-06-18T00:00:00.000","501","4848629","§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOORS IN THE ENTIRE APARTMENT LOCATED AT APT C16A, 16th STORY, 3rd APARTMENT FROM WEST AT NORTH","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-08-29T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257956","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C21J","21","2001","9005","A","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-09-16T00:00:00.000","2014-09-02T00:00:00.000",,,"2014-09-16T00:00:00.000","556","4848555","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT C21J, 21st STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-11-28T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257985","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C22C","22","2001","9005","A","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-09-16T00:00:00.000","2014-09-02T00:00:00.000",,,"2014-09-16T00:00:00.000","556","4848557","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT C22C, 22nd STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-11-28T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257989","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C22H","22","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-07-07T00:00:00.000","583","4848625","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT C22H, 22nd STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-09-17T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257991","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C18C","18","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-06-16T00:00:00.000","702","4848627","§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT C18C, 18th STORY, 1st APARTMENT FROM SOUTH AT WEST","2014-05-30T00:00:00.000","19","VIOLATION CLOSED","2014-06-18T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10257992","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C22H","22","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-07-07T00:00:00.000","583","4848625","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT C22H, 22nd STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-09-17T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10258000","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C22K","22","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,,"1502","4848559","§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT C22K, 22nd STORY","2014-05-30T00:00:00.000","19","VIOLATION CLOSED","2015-01-15T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10258002","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C23E","23","2001","9005","B","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-07-18T00:00:00.000","2014-07-04T00:00:00.000",,,"2014-07-03T00:00:00.000","583","4848626","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT C23E, 23rd STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-09-15T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10258033","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C23H","23","2001","9005","A","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-09-16T00:00:00.000","2014-09-02T00:00:00.000",,,"2014-09-16T00:00:00.000","508","4848558","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS AND CEILING AT(HALF BATH) IN THE 2nd BATHROOM LOCATED AT APT C23H, 23rd STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-11-28T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10258054","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C24B","24","2001","9005","A","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-09-16T00:00:00.000","2014-09-02T00:00:00.000",,,"2014-09-16T00:00:00.000","550","4848562","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING IN THE BATHROOM LOCATED AT APT C24B, 24th STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-11-28T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
"10258057","929106","143318","1","MANHATTAN","3333C","3333C","3333C","BROADWAY","13610","10031","C24B","24","2001","9005","A","2014-05-28T00:00:00.000","2014-05-29T00:00:00.000","2014-09-16T00:00:00.000","2014-09-02T00:00:00.000",,,"2014-09-16T00:00:00.000","556","4848562","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT C24B, 24th STORY","2014-05-30T00:00:00.000","9","VIOLATION DISMISSED","2014-11-28T00:00:00.000","Original","Close","N","40.818858","-73.955991","9","7","22302","1085767","1020019005","Manhattanville-West Harlem"
